entity_name,time,distance_to_nearest_friend,distance_to_nearest_enemy
Entity13,2023-08-27 10:01:42,14.47406559352885,669.004529026655
Entity14,2023-08-27 10:01:42,83.93331996592237,825.2352559336692
Entity15,2023-08-27 10:01:42,23.3254528483958,305.2279204875937
Entity16,2023-08-27 10:01:42,21.96183365456052,601.5023228334267
Entity17,2023-08-27 10:01:42,31.04262352419882,595.4709333572796
Entity18,2023-08-27 10:01:42,101.84476120936804,524.0962453410458
Entity19,2023-08-27 10:01:42,23.3254528483958,304.9553931392768
Entity20,2023-08-27 10:01:42,54.04491123900949,832.9396666676024
Entity21,2023-08-27 10:01:42,33.038268766848304,933.4835030124883
Entity22,2023-08-27 10:01:42,115.358678068449,985.7103639606781
Entity23,2023-08-27 10:01:42,0.9024328837434001,582.1065030213938
Entity24,2023-08-27 10:01:42,1.5924360755169964,814.360274490387
Entity25,2023-08-27 10:01:42,1.5924360755169964,815.6167559973009
Entity26,2023-08-27 10:01:42,18.017519067411314,957.3914932675888
Entity27,2023-08-27 10:01:42,63.73583353646897,917.3046122954752
Entity28,2023-08-27 10:01:42,33.038268766848304,911.1871692991441
Entity29,2023-08-27 10:01:42,194.1478331213359,487.07258308330154
Entity30,2023-08-27 10:01:42,52.68288473183321,788.570856804716
Entity31,2023-08-27 10:01:42,31.04262352419882,579.1637289698667
Entity32,2023-08-27 10:01:42,54.93541883349864,919.0500372622824
Entity33,2023-08-27 10:01:42,95.93643003560113,486.24077875903055
Entity34,2023-08-27 10:01:42,80.06999451100239,785.8083376116649
Entity35,2023-08-27 10:01:42,101.79700074225731,664.8298840742344
Entity36,2023-08-27 10:01:42,121.9976007276441,772.6694378409894
Entity37,2023-08-27 10:01:42,62.22274239740134,633.3383138658038
Entity38,2023-08-27 10:01:42,40.434459146498796,337.48974336242935
Entity39,2023-08-27 10:01:42,18.317649877701395,438.4102542799619
Entity40,2023-08-27 10:01:42,43.617133364088026,568.5377496666476
Entity41,2023-08-27 10:01:42,62.22274239740134,576.534292221342
Entity42,2023-08-27 10:01:42,69.17800912939741,444.9282579367893
Entity43,2023-08-27 10:01:42,69.17800912939741,511.213691877372
Entity44,2023-08-27 10:01:42,40.434459146498796,304.9553931392768
Entity45,2023-08-27 10:01:42,67.81667270884752,575.6216253435483
Entity46,2023-08-27 10:01:42,67.81667270884752,639.3814751683319
Entity47,2023-08-27 10:01:42,18.317649877701395,455.9217001781478
Entity48,2023-08-27 10:01:42,148.1501316669259,701.8508838001586
Entity49,2023-08-27 10:01:42,43.617133364088026,527.6822867542805
Entity0,2023-08-28 10:01:42,17.09747573490492,972.1273329832624
Entity1,2023-08-28 10:01:42,2.839976829843785,577.7420949815221
Entity2,2023-08-28 10:01:42,76.97228536904298,365.06039061567355
Entity3,2023-08-28 10:01:42,10.616871224096029,581.0970513704194
Entity4,2023-08-28 10:01:42,48.49006676103152,784.3549391342513
Entity5,2023-08-28 10:01:42,67.5583165388826,581.3460491553292
Entity6,2023-08-28 10:01:42,40.45782065785202,699.562514372563
Entity7,2023-08-28 10:01:42,48.49006676103152,794.9606532544525
Entity8,2023-08-28 10:01:42,52.450439356049614,873.4631960802212
Entity9,2023-08-28 10:01:42,67.5583165388826,520.2307008610793
Entity10,2023-08-28 10:01:42,5.340778015858296,665.7767388570701
Entity11,2023-08-28 10:01:42,40.45782065785202,729.1505792814679
Entity12,2023-08-28 10:01:42,49.20802032077715,717.2119532474259
Entity13,2023-08-28 10:01:42,5.340778015858296,669.3064198216969
Entity14,2023-08-28 10:01:42,80.6874257592133,823.9845302660794
Entity15,2023-08-28 10:01:42,20.70863986920015,302.14238867411126
Entity16,2023-08-28 10:01:42,22.015882289717865,599.7538220089166
Entity17,2023-08-28 10:01:42,37.487125612822915,593.0961200903387
Entity18,2023-08-28 10:01:42,106.76226613252389,526.1723307020611
Entity19,2023-08-28 10:01:42,20.70863986920015,302.9890912043368
Entity20,2023-08-28 10:01:42,56.195708044620886,833.1828479358741
Entity21,2023-08-28 10:01:42,38.57537283342646,933.8203402438054
Entity22,2023-08-28 10:01:42,113.46236016584423,983.692802300278
Entity23,2023-08-28 10:01:42,2.839976829843785,580.5334475772836
Entity24,2023-08-28 10:01:42,0.8630038172029065,816.4484721526544
Entity25,2023-08-28 10:01:42,0.8630038172029065,815.6881919395856
Entity26,2023-08-28 10:01:42,17.09747573490492,955.0815592176391
Entity27,2023-08-28 10:01:42,67.39239553589796,915.4069797995816
Entity28,2023-08-28 10:01:42,39.35991245470987,903.8744164640482
Entity29,2023-08-28 10:01:42,197.5754159122867,483.7628895845903
Entity30,2023-08-28 10:01:42,49.67757726319691,793.4722464492615
Entity31,2023-08-28 10:01:42,37.487125612822915,573.5831234480647
Entity32,2023-08-28 10:01:42,52.450439356049614,913.3530735170217
Entity33,2023-08-28 10:01:42,90.58122539802551,487.21163900307
Entity34,2023-08-28 10:01:42,80.29746975961817,784.6810882586271
Entity35,2023-08-28 10:01:42,101.73208086733132,666.8727247964538
Entity36,2023-08-28 10:01:42,120.64831957531639,772.7186280123265
Entity37,2023-08-28 10:01:42,62.819512287565516,631.731136646739
Entity38,2023-08-28 10:01:42,37.19131681493328,333.97228151092565
Entity39,2023-08-28 10:01:42,15.953352116000328,438.90021886804254
Entity40,2023-08-28 10:01:42,45.27383211058306,569.9962259830554
Entity41,2023-08-28 10:01:42,62.819512287565516,574.4023323927881
Entity42,2023-08-28 10:01:42,65.99143571952507,448.38747282406854
Entity43,2023-08-28 10:01:42,65.99143571952507,511.64292642465267
Entity44,2023-08-28 10:01:42,37.19131681493328,302.14238867411126
Entity45,2023-08-28 10:01:42,68.54662683871219,572.6007643749444
Entity46,2023-08-28 10:01:42,76.7747233647259,645.0437013419458
Entity47,2023-08-28 10:01:42,15.953352116000328,454.4631549736836
Entity48,2023-08-28 10:01:42,145.68550724028972,703.8140206813731
Entity49,2023-08-28 10:01:42,45.27383211058306,527.0774647237316
Entity0,2023-08-29 10:01:42,15.224927551157796,971.9222823359972
Entity1,2023-08-29 10:01:42,10.507551774614816,577.1596877011032
Entity2,2023-08-29 10:01:42,75.54939049686993,365.9695046739316
Entity3,2023-08-29 10:01:42,10.51576415797043,582.066614132672
Entity4,2023-08-29 10:01:42,40.68838562175985,785.8159365306633
Entity5,2023-08-29 10:01:42,70.85970675682717,579.4348624349575
Entity6,2023-08-29 10:01:42,37.698208757034706,700.8900184020627
Entity7,2023-08-29 10:01:42,40.68838562175985,795.4193542954149
Entity8,2023-08-29 10:01:42,58.544622021412636,873.7175267272945
Entity9,2023-08-29 10:01:42,70.85970675682717,514.9588576796791
Entity10,2023-08-29 10:01:42,1.8296337066864863,672.8346209274567
Entity11,2023-08-29 10:01:42,37.698208757034706,726.2818989503105
Entity12,2023-08-29 10:01:42,40.59631051892583,713.9959099099915
Entity13,2023-08-29 10:01:42,1.8296337066864863,674.4364015106308
Entity14,2023-08-29 10:01:42,80.97664810523824,820.5517769282467
Entity15,2023-08-29 10:01:42,11.603023302850087,304.8334438921608
Entity16,2023-08-29 10:01:42,25.229666744276305,603.6822879630931
Entity17,2023-08-29 10:01:42,41.28042467178133,593.3617270962676
Entity18,2023-08-29 10:01:42,108.78619537597946,532.1508774435265
Entity19,2023-08-29 10:01:42,11.603023302850087,303.7836565385646
Entity20,2023-08-29 10:01:42,59.16663359228586,836.3196750956354
Entity21,2023-08-29 10:01:42,37.94257293623508,938.4818819347211
Entity22,2023-08-29 10:01:42,110.74142030266049,985.2768595801879
Entity23,2023-08-29 10:01:42,10.507551774614816,587.5490173072895
Entity24,2023-08-29 10:01:42,10.436658927748963,811.4193198217962
Entity25,2023-08-29 10:01:42,10.436658927748963,820.2981974082549
Entity26,2023-08-29 10:01:42,15.224927551157796,956.7629655684204
Entity27,2023-08-29 10:01:42,67.98275834358049,915.4023887431047
Entity28,2023-08-29 10:01:42,47.26311573371734,901.0573637249382
Entity29,2023-08-29 10:01:42,195.34659394534395,480.98833032003205
Entity30,2023-08-29 10:01:42,48.74019722982541,797.4503958654337
Entity31,2023-08-29 10:01:42,41.28042467178133,572.942428399408
Entity32,2023-08-29 10:01:42,58.544622021412636,918.0753030755045
Entity33,2023-08-29 10:01:42,81.91231857792293,495.3030077642918
Entity34,2023-08-29 10:01:42,86.72506975036538,786.3105345433632
Entity35,2023-08-29 10:01:42,101.74609178124253,670.452320924717
Entity36,2023-08-29 10:01:42,118.40748235298433,775.0924819952471
Entity37,2023-08-29 10:01:42,62.58528121243978,629.7977602266319
Entity38,2023-08-29 10:01:42,40.72599065951673,340.5922181013186
Entity39,2023-08-29 10:01:42,14.02396219173713,441.32636592024545
Entity40,2023-08-29 10:01:42,48.26907178056324,574.3082560698502
Entity41,2023-08-29 10:01:42,62.58528121243978,574.6878433340868
Entity42,2023-08-29 10:01:42,61.09142234951986,453.10490180344334
Entity43,2023-08-29 10:01:42,61.09142234951986,511.9673510812628
Entity44,2023-08-29 10:01:42,40.72599065951673,303.7836565385646
Entity45,2023-08-29 10:01:42,65.76739048566263,571.4243779042864
Entity46,2023-08-29 10:01:42,79.51318572190408,646.5379689462374
Entity47,2023-08-29 10:01:42,14.02396219173713,454.9773743780399
Entity48,2023-08-29 10:01:42,147.54123618818912,705.0782869524247
Entity49,2023-08-29 10:01:42,48.26907178056324,528.6694346732802
Entity0,2023-08-30 10:01:42,11.882719298806983,972.4476664366812
Entity1,2023-08-30 10:01:42,3.5192654318203247,585.6309310313833
Entity2,2023-08-30 10:01:42,71.69610446190131,362.8201988814691
Entity3,2023-08-30 10:01:42,7.909426106441114,585.4596061978207
Entity4,2023-08-30 10:01:42,33.77846791549781,788.8774752150764
Entity5,2023-08-30 10:01:42,70.9756998114075,577.3541167493634
Entity6,2023-08-30 10:01:42,34.085773512744204,702.8807393168872
Entity7,2023-08-30 10:01:42,33.77846791549781,795.0274114188239
Entity8,2023-08-30 10:01:42,61.35599168725212,875.2678710885867
Entity9,2023-08-30 10:01:42,70.9756998114075,514.1788204727601
Entity10,2023-08-30 10:01:42,2.8581315773305063,676.3345327121849
Entity11,2023-08-30 10:01:42,34.085773512744204,721.9876569464967
Entity12,2023-08-30 10:01:42,39.99952610246369,715.2550069596316
Entity13,2023-08-30 10:01:42,2.8581315773305063,673.4808453361559
Entity14,2023-08-30 10:01:42,73.18134416131103,824.7225195424476
Entity15,2023-08-30 10:01:42,5.1513683721945,305.9753274978396
Entity16,2023-08-30 10:01:42,28.81529539638041,609.262848284132
Entity17,2023-08-30 10:01:42,43.417553252443454,595.488531838917
Entity18,2023-08-30 10:01:42,111.18711630451948,534.1069803235126
Entity19,2023-08-30 10:01:42,5.1513683721945,306.8783260675799
Entity20,2023-08-30 10:01:42,61.227651360887556,841.0577065042269
Entity21,2023-08-30 10:01:42,36.89079435441399,942.1146948206141
Entity22,2023-08-30 10:01:42,111.15755998098253,988.3856330167996
Entity23,2023-08-30 10:01:42,3.5192654318203247,582.6726504031208
Entity24,2023-08-30 10:01:42,1.5016083305477879,818.74733790547
Entity25,2023-08-30 10:01:42,1.5016083305477879,820.2269574641133
Entity26,2023-08-30 10:01:42,11.882719298806983,960.7023632298839
Entity27,2023-08-30 10:01:42,73.03928861086663,919.896304522555
Entity28,2023-08-30 10:01:42,52.86590481168709,897.6896134717744
Entity29,2023-08-30 10:01:42,196.98576270455993,481.5911962495567
Entity30,2023-08-30 10:01:42,47.4704872455999,803.240640059534
Entity31,2023-08-30 10:01:42,40.627589008607536,575.3089932222424
Entity32,2023-08-30 10:01:42,61.35599168725212,920.1260861809742
Entity33,2023-08-30 10:01:42,81.83465714208285,500.8890485119109
Entity34,2023-08-30 10:01:42,87.05951756401481,792.888519663348
Entity35,2023-08-30 10:01:42,101.02074233398983,671.6066092126039
Entity36,2023-08-30 10:01:42,118.95159943160994,775.6768522882907
Entity37,2023-08-30 10:01:42,62.45119320119789,625.2439912177539
Entity38,2023-08-30 10:01:42,34.92885949542541,336.3257645893445
Entity39,2023-08-30 10:01:42,11.828454881367684,442.5970528223388
Entity40,2023-08-30 10:01:42,50.90439110993504,575.4782844008653
Entity41,2023-08-30 10:01:42,62.45119320119789,570.8471847212538
Entity42,2023-08-30 10:01:42,59.07578197166091,454.69524167308776
Entity43,2023-08-30 10:01:42,59.07578197166091,511.9485366589782
Entity44,2023-08-30 10:01:42,34.92885949542541,305.9753274978396
Entity45,2023-08-30 10:01:42,64.2088920604611,567.2380552800386
Entity46,2023-08-30 10:01:42,81.76455986527061,645.2532142210164
Entity47,2023-08-30 10:01:42,11.828454881367684,454.00874045134157
Entity48,2023-08-30 10:01:42,148.3670827212882,707.3728857710315
Entity49,2023-08-30 10:01:42,50.90439110993504,526.8271136227355
Entity0,2023-08-31 10:01:42,4.452282511667698,966.3826886784025
Entity1,2023-08-31 10:01:42,3.834702445342085,588.7163447951316
Entity2,2023-08-31 10:01:42,69.90395289727078,362.225668345659
Entity3,2023-08-31 10:01:42,6.156895509735051,587.0474309770955
Entity4,2023-08-31 10:01:42,30.126545365300107,789.8862716360801
Entity5,2023-08-31 10:01:42,71.30384851126979,571.5236375939919
Entity6,2023-08-31 10:01:42,31.608684384857828,704.5005138758704
Entity7,2023-08-31 10:01:42,30.126545365300107,793.7977123821679
Entity8,2023-08-31 10:01:42,64.04661924174847,875.7130877800411
Entity9,2023-08-31 10:01:42,71.30384851126979,508.8327338721973
Entity10,2023-08-31 10:01:42,2.775007063406785,674.0306357875753
Entity11,2023-08-31 10:01:42,31.608684384857828,718.0702386466644
Entity12,2023-08-31 10:01:42,48.083014415681546,720.9583532850204
Entity13,2023-08-31 10:01:42,2.775007063406785,672.831644330792
Entity14,2023-08-31 10:01:42,73.84668347421687,821.6500962597949
Entity15,2023-08-31 10:01:42,3.6997471913899216,308.00728960349113
Entity16,2023-08-31 10:01:42,31.011745729321817,610.9098560252303
Entity17,2023-08-31 10:01:42,36.535789920537596,596.2049992608422
Entity18,2023-08-31 10:01:42,114.43259348541827,537.593934140838
Entity19,2023-08-31 10:01:42,3.6997471913899216,310.3930200290548
Entity20,2023-08-31 10:01:42,57.80210483147401,837.4962040741277
Entity21,2023-08-31 10:01:42,35.62966394730591,944.4429391177132
Entity22,2023-08-31 10:01:42,111.24335830441943,989.8685239283229
Entity23,2023-08-31 10:01:42,3.834702445342085,585.0535146537817
Entity24,2023-08-31 10:01:42,3.4674350701478986,822.90638234255
Entity25,2023-08-31 10:01:42,3.4674350701478986,824.1686537711255
Entity26,2023-08-31 10:01:42,4.452282511667698,962.0523905173425
Entity27,2023-08-31 10:01:42,80.54604012216352,923.1769156665571
Entity28,2023-08-31 10:01:42,57.0709492412652,895.2603105622227
Entity29,2023-08-31 10:01:42,199.85198000523317,480.33257938808725
Entity30,2023-08-31 10:01:42,41.867490782334194,810.0354171510331
Entity31,2023-08-31 10:01:42,36.535789920537596,576.3232635894846
Entity32,2023-08-31 10:01:42,64.04661924174847,920.8023668015367
Entity33,2023-08-31 10:01:42,78.04429997617142,507.06862552829386
Entity34,2023-08-31 10:01:42,85.06078734649839,794.8969851140338
Entity35,2023-08-31 10:01:42,96.23600143422004,670.4763966499859
Entity36,2023-08-31 10:01:42,123.58711806307838,779.4437580497097
Entity37,2023-08-31 10:01:42,60.08504398051489,622.0692678234293
Entity38,2023-08-31 10:01:42,39.01666807070655,342.4219066408286
Entity39,2023-08-31 10:01:42,10.259640537460784,445.0335376861551
Entity40,2023-08-31 10:01:42,53.61586155052809,578.652149074733
Entity41,2023-08-31 10:01:42,60.08504398051489,570.4992291580875
Entity42,2023-08-31 10:01:42,54.67211387502203,459.2604246722515
Entity43,2023-08-31 10:01:42,54.67211387502203,512.2001194682443
Entity44,2023-08-31 10:01:42,39.01666807070655,308.00728960349113
Entity45,2023-08-31 10:01:42,63.91621500387207,566.5278143115361
Entity46,2023-08-31 10:01:42,86.1582143193138,648.8061640395367
Entity47,2023-08-31 10:01:42,10.259640537460784,454.6079644146135
Entity48,2023-08-31 10:01:42,149.86357442460144,710.8914090222227
Entity49,2023-08-31 10:01:42,53.61586155052809,526.881770235648
Entity0,2023-09-01 10:01:42,7.683777787918319,973.7615172838831
Entity1,2023-09-01 10:01:42,4.7207338936236205,590.962843158654
Entity2,2023-09-01 10:01:42,66.05101506267796,363.17501841497966
Entity3,2023-09-01 10:01:42,4.587876411998991,591.8791699868282
Entity4,2023-09-01 10:01:42,25.80817495666874,794.8432765115916
Entity5,2023-09-01 10:01:42,73.22759171301502,574.8656557338791
Entity6,2023-09-01 10:01:42,30.922027627211296,708.8497711052786
Entity7,2023-09-01 10:01:42,25.80817495666874,798.1359669806125
Entity8,2023-09-01 10:01:42,66.00190409177551,880.921225219798
Entity9,2023-09-01 10:01:42,73.22759171301502,509.40228155529434
Entity10,2023-09-01 10:01:42,0.6789373463660374,677.617646966515
Entity11,2023-09-01 10:01:42,30.922027627211296,722.4549453584615
Entity12,2023-09-01 10:01:42,41.32076113298105,718.9526714948958
Entity13,2023-09-01 10:01:42,0.6789373463660374,678.1190198091092
Entity14,2023-09-01 10:01:42,82.32154227805971,819.4428436698186
Entity15,2023-09-01 10:01:42,0.21937033076115076,313.86924665451187
Entity16,2023-09-01 10:01:42,29.33868203399154,613.9481690348044
Entity17,2023-09-01 10:01:42,42.579183094500316,601.1756475388992
Entity18,2023-09-01 10:01:42,118.99518241027,542.8571530127139
Entity19,2023-09-01 10:01:42,0.21937033076115076,313.8262779793727
Entity20,2023-09-01 10:01:42,63.70577636746476,845.913684070827
Entity21,2023-09-01 10:01:42,34.83773908904387,951.2465990611043
Entity22,2023-09-01 10:01:42,109.95585669330232,995.4096665453106
Entity23,2023-09-01 10:01:42,4.587876411998991,594.8898017138031
Entity24,2023-09-01 10:01:42,2.3296127503977675,827.9467368404622
Entity25,2023-09-01 10:01:42,2.3296127503977675,826.393188747642
Entity26,2023-09-01 10:01:42,7.683777787918319,966.4258587156619
Entity27,2023-09-01 10:01:42,82.00894672654957,928.2322409613206
Entity28,2023-09-01 10:01:42,57.6240737361341,902.9562143412704
Entity29,2023-09-01 10:01:42,197.16667860739778,482.67008406007943
Entity30,2023-09-01 10:01:42,43.21147415825685,817.4429054378413
Entity31,2023-09-01 10:01:42,42.579183094500316,579.4626762562136
Entity32,2023-09-01 10:01:42,66.00190409177551,925.6325076947564
Entity33,2023-09-01 10:01:42,73.79343439954528,515.7483519028843
Entity34,2023-09-01 10:01:42,88.83691681499893,796.4733364426753
Entity35,2023-09-01 10:01:42,96.32805083237557,673.3636962237017
Entity36,2023-09-01 10:01:42,122.46931794179625,782.061881568788
Entity37,2023-09-01 10:01:42,58.91869833868261,621.2872139240905
Entity38,2023-09-01 10:01:42,34.38113949733805,341.93162096464465
Entity39,2023-09-01 10:01:42,11.328193629841708,443.3410847967017
Entity40,2023-09-01 10:01:42,57.24844605098293,582.0973951525705
Entity41,2023-09-01 10:01:42,58.91869833868261,570.1798653271055
Entity42,2023-09-01 10:01:42,48.01968266074304,466.5029272495091
Entity43,2023-09-01 10:01:42,48.01968266074304,512.7819283002092
Entity44,2023-09-01 10:01:42,34.38113949733805,313.8262779793727
Entity45,2023-09-01 10:01:42,64.05501037994944,565.4007589315902
Entity46,2023-09-01 10:01:42,93.33918731363666,654.8012352587144
Entity47,2023-09-01 10:01:42,11.328193629841708,454.2401625382602
Entity48,2023-09-01 10:01:42,149.85072858228537,713.5884843234322
Entity49,2023-09-01 10:01:42,57.24844605098293,527.0354150057719
Entity0,2023-09-02 10:01:42,1.9309896764676961,971.3529632348361
Entity1,2023-09-02 10:01:42,6.486575256840964,591.1956036310411
Entity2,2023-09-02 10:01:42,62.30351843647003,362.5155360378173
Entity3,2023-09-02 10:01:42,1.8993537745777627,596.3459947318552
Entity4,2023-09-02 10:01:42,20.747864260198412,799.4413336399929
Entity5,2023-09-02 10:01:42,69.8530956784968,572.356288280876
Entity6,2023-09-02 10:01:42,29.508087509869824,712.8565665578565
Entity7,2023-09-02 10:01:42,20.747864260198412,802.4746828090682
Entity8,2023-09-02 10:01:42,69.98178501404533,881.682979241585
Entity9,2023-09-02 10:01:42,69.8530956784968,509.5873636053545
